cooling	deck	dishwasher	heating	last sold	laundry	num_rooms	refridg	num_stories	parking	porch	school_score	listing-type	price	zestimate	doz	property-address	bed	bath	area	year	lotsize	broker	property-link	security	TransitScore	WalkScore
	3	2		2006	43560.0	Emory Southern Homes dba RE/MAX Southern Homes	http://www.zillow.com/homedetails/135-County-Road-962-Montevallo-AL-35115/112756554_zpid/		0	0
												House For Sale	319900	277000.0		
5711 Kacie Cir, Irondale, AL35210
	4	4	2494	2002	17424.0	LIST Birmingham	http://www.zillow.com/homedetails/5711-Kacie-Cir-Irondale-AL-35210/60543697_zpid/		0	9
												House For Sale	245000	192000.0		
1026 28th Pl S APT 1, Birmingham, AL35205
	2	2	1417	1988		Realty South	http://www.zillow.com/homedetails/1026-28th-Pl-S-APT-1-Birmingham-AL-35205/80742527_zpid/		33	70
												House For Sale	174900	155000.0		
4700 Hollow Ln, Helena, AL35080
	4	3		1989	47480.4	RE/MAX Southern Homes	http://www.zillow.com/homedetails/4700-Hollow-Ln-Helena-AL-35080/198046_zpid/		0	3
											5.66666666667	Auction	from $15K			22461 Fain Rd, Elkmont, AL35620	3	2	1634	1984	27442.8	Auction.com	http://www.zillow.com/homedetails/22461-Fain-Rd-Elkmont-AL-35620/2104692151_zpid/		0	0
											6.66666666667	Lot/Land For Sale	30000			P12 Eaton Rd, Ashford, AL36312					226947.6		http://www.zillow.com/homedetails/P12-Eaton-Rd-Ashford-AL-36312/2104693169_zpid/		0	25
											6.66666666667	Lot/Land For Sale	30000			P4 Day Rd, Ashford, AL36312					220849.2		http://www.zillow.com/homedetails/P4-Day-Rd-Ashford-AL-36312/2104693170_zpid/		0	25
											6.66666666667	Lot/Land For Sale	30000			P18 Eaton Rd, Ashford, AL36312					242193.6		http://www.zillow.com/homedetails/P18-Eaton-Rd-Ashford-AL-36312/2104693171_zpid/		0	25
											6.66666666667	Lot/Land For Sale	30000			P2 Day Rd, Ashford, AL36312					220413.6		http://www.zillow.com/homedetails/P2-Day-Rd-Ashford-AL-36312/2104693172_zpid/		0	25
											6.66666666667	Lot/Land For Sale	30000			P14 Eaton Rd, Ashford, AL36312					227383.2		http://www.zillow.com/homedetails/P14-Eaton-Rd-Ashford-AL-36312/2104693173_zpid/		0	25
											6.66666666667	Lot/Land For Sale	30000			P1 Day Rd, Ashford, AL36312					259182.0		http://www.zillow.com/homedetails/P1-Day-Rd-Ashford-AL-36312/2104693174_zpid/		0	25
											6.66666666667	Lot/Land For Sale	30000			P17 Eaton Rd, Ashford, AL36312					220413.6		http://www.zillow.com/homedetails/P17-Eaton-Rd-Ashford-AL-36312/2104693175_zpid/		0	25
											6.66666666667	Lot/Land For Sale	30000			P8 Day Rd, Ashford, AL36312					250905.6		http://www.zillow.com/homedetails/P8-Day-Rd-Ashford-AL-36312/2104693176_zpid/		0	25
											6.66666666667	Lot/Land For Sale	30000			P9 Day Rd, Ashford, AL36312					250905.6		http://www.zillow.com/homedetails/P9-Day-Rd-Ashford-AL-36312/2104693177_zpid/		0	25
											6.66666666667	Lot/Land For Sale	300000			P19 Us Hwy 84, Ashford, AL36312					388990.8		http://www.zillow.com/homedetails/P19-Us-Hwy-84-Ashford-AL-36312/2104693178_zpid/		0	25
											6.66666666667	Lot/Land For Sale	300000			P20 Us Hwy 84, Ashford, AL36312					461736.0		http://www.zillow.com/homedetails/P20-Us-Hwy-84-Ashford-AL-36312/2104693179_zpid/		0	25
											6.66666666667	Lot/Land For Sale	30000			P15 Furnie Jackson Rd, Ashford, AL36312					230432.4		http://www.zillow.com/homedetails/P15-Furnie-Jackson-Rd-Ashford-AL-36312/2104693163_zpid/		0	25
											6.66666666667	Lot/Land For Sale	30000			P6 Furnie Jackson, Ashford, AL36312					219978.0		http://www.zillow.com/homedetails/P6-Furnie-Jackson-Ashford-AL-36312/2104693164_zpid/		0	Not available
											6.66666666667	Lot/Land For Sale	30000			P11 Furnie Jackson Rd, Ashford, AL36312					227383.2		http://www.zillow.com/homedetails/P11-Furnie-Jackson-Rd-Ashford-AL-36312/2104693165_zpid/		0	25
											6.66666666667	Lot/Land For Sale	30000			P13 Furnie Jackson Rd, Ashford, AL36312					227383.2		http://www.zillow.com/homedetails/P13-Furnie-Jackson-Rd-Ashford-AL-36312/2104693166_zpid/		0	25
											6.66666666667	Lot/Land For Sale	30000			P3 Day Rd, Ashford, AL36312					220413.6		http://www.zillow.com/homedetails/P3-Day-Rd-Ashford-AL-36312/2104693167_zpid/		0	25
											6.66666666667	Lot/Land For Sale	30000			P5 Furnie Jackson, Ashford, AL36312					219978.0		http://www.zillow.com/homedetails/P5-Furnie-Jackson-Ashford-AL-36312/2104693168_zpid/		0	25
	1	1	1								8.66666666667	House For Sale	158800			830 Chickasaw Ave, Auburn, AL36830	3	2	1726	1987		Auburn - WEICHERT, REALTORS  - Porter Properties	http://www.zillow.com/homedetails/830-Chickasaw-Ave-Auburn-AL-36830/2104693227_zpid/		0	22
											8.33333333333	Condo For Sale	149900	172000.0		1430 Regency Rd UNIT G102, Gulf Shores, AL36542	2	2	1239	2006		RE/MAX Of Orange Beach	http://www.zillow.com/homedetails/1430-Regency-Rd-UNIT-G102-Gulf-Shores-AL-36542/2116399804_zpid/		0	28
				1				0	1		8.33333333333	Condo For Sale	549000	469000.0		29348 Perdido Beach Blvd APT 512, Orange Beach, AL36561	3	4	1662	2002	145054.8	RE/MAX Paradise	http://www.zillow.com/homedetails/29348-Perdido-Beach-Blvd-APT-512-Orange-Beach-AL-36561/90629084_zpid/		0	8
		1			1	7		0	2		6.33333333333	House For Sale	112900	98000.0		246 Greenwood St, Russellville, AL35653	3	2	1880	1977	60984.0	Davis Realty & Assoc., Inc.	http://www.zillow.com/homedetails/246-Greenwood-St-Russellville-AL-35653/109466084_zpid/		0	0
		1		1	1			0			9.33333333333	House For Sale	409000	437000.0		224 Knotting Pl, Madison, AL35758	4	4	3150	2008	14810.4	Morley Real Estate Group, Inc.	http://www.zillow.com/homedetails/224-Knotting-Pl-Madison-AL-35758/109318976_zpid/	1	0	9
		1				9		0	2	1	10.0	House For Sale	985000	639000.0		4024 Montevallo Rd S, Mountain Brk, AL35213	4		3780	2014		Realty South-The Fred Smith Group	http://www.zillow.com/homedetails/4024-Montevallo-Rd-S-Mountain-Brk-AL-35213/2104696625_zpid/	1	0	8
1		1	1	1		6		0		1	8.0	Townhouse For Sale	157000			115 Chase Plantation Pkwy, Hoover, AL35244	3	3	1682	1985	9,583	Coldwell Banker Preferred Properties	http://www.zillow.com/homedetails/115-Chase-Plantation-Pkwy-Hoover-AL-35244/192049_zpid/		0	8
												House For Sale	439000	330000.0		663 Vaughn Dr N, Satsuma, AL36572	5	3	3221	2007		Jackson & Associates Real Estate	http://www.zillow.com/homedetails/663-Vaughn-Dr-N-Satsuma-AL-36572/67720060_zpid/		0	5
1			1	1		8		0	0	1	4.0	House For Sale	189900			1607 Worthing Rd, Montgomery, AL36117	4	3	2201	1998	19166.4	CENTURY 21 Brandt Wright Realty, Inc.	http://www.zillow.com/homedetails/1607-Worthing-Rd-Montgomery-AL-36117/118926851_zpid/		0	31
1			1	1		8		0	0	1	3.66666666667	House For Sale	254000			124 Carolina Ct, Montgomery, AL36117	4	3	2177	1999	17859.6	CENTURY 21 Brandt Wright Realty, Inc.	http://www.zillow.com/homedetails/124-Carolina-Ct-Montgomery-AL-36117/118933154_zpid/		0	17
											2.66666666667	Lot/Land For Sale	13000			Loit 34 Fern Rdg, Dadeville, AL36853					32670.0	RealtySouth	http://www.zillow.com/homedetails/Loit-34-Fern-Rdg-Dadeville-AL-36853/2104698130_zpid/		0	3
											2.66666666667	Lot/Land For Sale	9900			Lot Buckview Ln, Dadeville, AL36853						RealtySouth	http://www.zillow.com/homedetails/Lot-Buckview-Ln-Dadeville-AL-36853/2104698361_zpid/		0	3
1		1	1	1	1			0	2		7.66666666667	House For Sale	199900	179000.0		288 Mossy Oak Dr, Huntsville, AL35806	3	2	2003	2003	30492.0	Keller Williams Realty Huntsville	http://www.zillow.com/homedetails/288-Mossy-Oak-Dr-Huntsville-AL-35806/92110906_zpid/	1	0	3
												Condo For Sale	639900	658000.0		1300 27th Pl S APT 36, Birmingham, AL35205	3		2227	2006		Realty South-The Fred Smith Group	http://www.zillow.com/homedetails/1300-27th-Pl-S-APT-36-Birmingham-AL-35205/83899405_zpid/		35	70
								0			9.0	Foreclosure	98800	81000.0		704 Walton Dr, Madison, AL35758	3	1	1172	1963	15681.6	REALHome Services and Solutions	http://www.zillow.com/homedetails/704-Walton-Dr-Madison-AL-35758/92120167_zpid/		0	59
1		1	1	1		7		0	1	1	7.66666666667	House For Sale	149900	153000.0		1748 Briarcliff Rd, Rainbow City, AL35906	3	2	2300	1996	24393.6	Corporate South Realty,Inc	http://www.zillow.com/homedetails/1748-Briarcliff-Rd-Rainbow-City-AL-35906/75991112_zpid/		0	0
1		1	1	1	1			0	1	1	7.66666666667	House For Sale	189500			2701 Slate Dr SW, Huntsville, AL35803	5	2	2348	2007	8,276	ERA Ben Porter Real Estate	http://www.zillow.com/homedetails/2701-Slate-Dr-SW-Huntsville-AL-35803/92089229_zpid/		0	0
1		1	1	1		5		0	1		4.33333333333	Foreclosure	53000	65000.0		629 Barclay Ln, Birmingham, AL35206	3	1	1181	1956	11325.6		http://www.zillow.com/homedetails/629-Barclay-Ln-Birmingham-AL-35206/969021_zpid/		0	9
1		1	1		1	7		0	1	1	6.0	House For Sale	159900	92000.0		4227 Al Highway 75, Flat Rock, AL35966	3	2	1400	1950		BELLORA Realtors, LLC	http://www.zillow.com/homedetails/4227-Al-Highway-75-Flat-Rock-AL-35966/2113250071_zpid/		0	9
				1		7		0			8.66666666667	House For Sale	249500	256000.0		1440 Eden Ridge Dr, Hoover, AL35244	4	4	2853	1990	36154.8	RE/MAX Southern Homes	http://www.zillow.com/homedetails/1440-Eden-Ridge-Dr-Hoover-AL-35244/1062345_zpid/		0	4
1		1	1						1	1	5.33333333333	House For Sale	89500	85000.0		25636 Venus Ct, Loxley, AL36551	2	2	1095	2005		RE/MAX By The Bay	http://www.zillow.com/homedetails/25636-Venus-Ct-Loxley-AL-36551/2104703793_zpid/		0	0
			1	1				0			7.66666666667	House For Sale	157500	162000.0		185 Lakeview Loop, Daphne, AL36526	4	3	2408	1995	21780.0	RE/MAX By The Bay	http://www.zillow.com/homedetails/185-Lakeview-Loop-Daphne-AL-36526/72729151_zpid/		0	22
				1		6		0			7.0	House For Sale	149000	134000.0		11410 Normandy Ct, Semmes, AL36575	4	2	1827	1973	87120.0	RE/MAX Partners	http://www.zillow.com/homedetails/11410-Normandy-Ct-Semmes-AL-36575/50975566_zpid/		0	0
				1				0	0		2.66666666667	Condo For Sale	170000	184000.0		7044 Highway 49 S LOT 304, Dadeville, AL36853	2	2	1032	1998		Lake Martin Realty	http://www.zillow.com/homedetails/7044-Highway-49-S-LOT-304-Dadeville-AL-36853/104558258_zpid/		0	7
1		1	1					0	4		6.66666666667	House For Sale	184900	175000.0		1316 Silver Creek Trce, Alabaster, AL35007	4	2		2013		Coldwell Banker Green and Company	http://www.zillow.com/homedetails/1316-Silver-Creek-Trce-Alabaster-AL-35007/2104703936_zpid/		0	1
1	1	1	1	1				0	4		8.33333333333	House For Sale	249900	211000.0		558 Fieldstone Dr, Helena, AL35080	4	3		2006	14374.8	Keller Williams Realty Metro South	http://www.zillow.com/homedetails/558-Fieldstone-Dr-Helena-AL-35080/104014501_zpid/		0	15
												Auction	from $10K			2750 Pinedale Dr, Southside, AL35907	3	2	1500	1955	32234.4	Auction.com	http://www.zillow.com/homedetails/2750-Pinedale-Dr-Southside-AL-35907/75988841_zpid/		0	17
						8		0	4		4.0	Auction	from $15K			262 Kid St, Brent, AL35034	5	3	2128	1998	43560.0	Auction.com	http://www.zillow.com/homedetails/262-Kid-St-Brent-AL-35034/111406127_zpid/		0	3
						8		0	3		7.0	Auction	from $60K			13215 Upper Columbus Rd, Coker, AL35452	4		2422	2002	43560.0	Auction.com	http://www.zillow.com/homedetails/13215-Upper-Columbus-Rd-Coker-AL-35452/83252580_zpid/		0	0
1		1	1		1			0			7.0	Condo For Sale	44500	66000.0		2310 Colony Dr SW, Huntsville, AL35802	2	2	1024	1963		Bill Ward Real Estate Team	http://www.zillow.com/homedetails/2310-Colony-Dr-SW-Huntsville-AL-35802/92156433_zpid/		15	4
				1		4		0			7.0	Auction	from $5K			532 Altadena Dr, Gardendale, AL35071	2	1		1970	10,890	Auction.com	http://www.zillow.com/homedetails/532-Altadena-Dr-Gardendale-AL-35071/912539_zpid/		0	3
				1		7		0	0		3.0	Auction	from $20K			500 10th Ct S, Birmingham, AL35205	3		1320	1930	5,662	Auction.com	http://www.zillow.com/homedetails/500-10th-Ct-S-Birmingham-AL-35205/990582_zpid/		31	48
1	1				1			0	1		5.33333333333	House For Sale	199000	249000.0		1107 Twin Pines Cir, Tuscumbia, AL35674	4	3	3738	2006	16117.2	American Realty Company LLC	http://www.zillow.com/homedetails/1107-Twin-Pines-Cir-Tuscumbia-AL-35674/109452277_zpid/		0	0
		1		1							4.66666666667	House For Sale	139900	129000.0		136 Whitestone Trl, Calera, AL35040	3		1392	2007	7,161	RealtySouth	http://www.zillow.com/homedetails/136-Whitestone-Trl-Calera-AL-35040/104028522_zpid/		0	1
											5.66666666667	Lot/Land For Sale	114900			County Road 514, Centre, AL35960					63162.0	Lake Homes Realty	http://www.zillow.com/homedetails/County-Road-514-Centre-AL-35960/2104710129_zpid/		0	0
												House For Sale	475000			130 Pointe Dr, KILLEN, AL35645	3	4	3000	2009	21780.0	Coldwell Banker Elite Properties	http://www.zillow.com/homedetails/130-Pointe-Dr-Killen-AL-35645/112339102_zpid/		0	0
											7.0	Lot/Land For Sale	41900			0 Fawn Ln # 58, Killen, AL35645					11325.6	Coldwell Banker Elite Properties	http://www.zillow.com/homedetails/0-Fawn-Ln-58-Killen-AL-35645/2104710444_zpid/		0	Not available
											7.0	Lot/Land For Sale	45000			0 Fawn Ln # 47, Killen, AL35645					20037.6	Coldwell Banker Elite Properties	http://www.zillow.com/homedetails/0-Fawn-Ln-47-Killen-AL-35645/2104710443_zpid/		0	0
		1		1	1	6		0			9.0	House For Sale	264900	222000.0		6543 Quail Run Dr, Pelham, AL35124	4		2365	1978	21780.0	RealtySouth	http://www.zillow.com/homedetails/6543-Quail-Run-Dr-Pelham-AL-35124/191184_zpid/		0	10
1			1	1		6		0	1		3.66666666667	House For Sale	109900			863 Montfort Rd W, Mobile, AL36608	4	2	2046	1969		Better Homes and Gardens Real Estate Generations	http://www.zillow.com/homedetails/863-Montfort-Rd-W-Mobile-AL-36608/50984961_zpid/		0	4
						6		0			5.33333333333	House For Sale	139500			3876 Higgins Rd, Mobile, AL36619	4	3	2000	1984		Better Homes and Gardens Real Estate Generations	http://www.zillow.com/homedetails/3876-Higgins-Rd-Mobile-AL-36619/51045095_zpid/		0	0
1			1	1		6		0			3.66666666667	House For Sale	70000			601 Lesesne St, Mobile, AL36606	3	2	1672	1960		Better Homes and Gardens Real Estate Generations	http://www.zillow.com/homedetails/601-Lesesne-St-Mobile-AL-36606/51024510_zpid/		0	54
				1		6		0			5.33333333333	House For Sale	99900			4502 Kingsmill Rd, Eight Mile, AL36613	3	2	1470	1985	19602.0	Better Homes and Gardens Real Estate Generations	http://www.zillow.com/homedetails/4502-Kingsmill-Rd-Eight-Mile-AL-36613/50971262_zpid/		0	3
						6		0			7.0	House For Sale	170000			820 Cemetery Rd, Wilmer, AL36587	3	3	2036	1958	1045440.0	Better Homes and Gardens Real Estate Generations	http://www.zillow.com/homedetails/820-Cemetery-Rd-Wilmer-AL-36587/50976295_zpid/		0	0
												House For Sale	325000	348000.0		205 N Briarwood Rd, Athens, AL35613	5	3	3355	1990	27442.8	RE/MAX Alliance Madison	http://www.zillow.com/homedetails/205-N-Briarwood-Rd-Athens-AL-35613/2139343532_zpid/		0	3
				1		5		0			3.0	House For Sale	70000	68000.0		1206 Bordeaux St, Mobile, AL36605	3	2	1530			EXIT Allstar Realty	http://www.zillow.com/homedetails/1206-Bordeaux-St-Mobile-AL-36605/51027522_zpid/		0	28
1			1			5		0	1	1	5.0	House For Sale	76900	72000.0		155 Copter Ct, Ozark, AL36360	3		1370	1970	22215.6	LEE WHITMAN	http://www.zillow.com/homedetails/155-Copter-Ct-Ozark-AL-36360/75955764_zpid/		0	9
				1							5.0	House For Sale	274900			3472 Woodward Dr, Mobile, AL36695	3	3	2280	2012		Better Homes and Gardens Real Estate Generations	http://www.zillow.com/homedetails/3472-Woodward-Dr-Mobile-AL-36695/119982726_zpid/		0	5
											5.33333333333	Foreclosure	60000	98000.0		45 Lee Road 494, Phenix City, AL36870	3	1	1232	1986	20908.8	REALHome Services and Solutions	http://www.zillow.com/homedetails/45-Lee-Road-494-Phenix-City-AL-36870/2104713913_zpid/		0	8
1			1					0			5.33333333333	Foreclosure	101000	110000.0		195 Lee Road 296, Smiths Station, AL36877	3	2	1315	1978	54450.0		http://www.zillow.com/homedetails/195-Lee-Road-296-Smiths-Station-AL-36877/2110914868_zpid/		0	14
								0	8		6.0	Foreclosure	185000	193000.0		60 Pinebark Ct, Wetumpka, AL36093	4	2	2003	2007	22215.6		http://www.zillow.com/homedetails/60-Pinebark-Ct-Wetumpka-AL-36093/79792333_zpid/		0	0
1	1	1	1	1		8		0	4		8.66666666667	House For Sale	286900	263000.0		2121 Camaro Ln, Hoover, AL35226	4	5	2498	1969	16552.8	BENTLEY REALTY GROUP INC	http://www.zillow.com/homedetails/2121-Camaro-Ln-Hoover-AL-35226/1059535_zpid/		0	10
1		1	1		1	6		0	0	1	5.66666666667	House For Sale	189900	268000.0		8421 Holtville Rd, Wetumpka, AL36092	3	4	2995	1979	66646.8	Buck Realty, LLC	http://www.zillow.com/homedetails/8421-Holtville-Rd-Wetumpka-AL-36092/114392_zpid/		0	5
1	1	1	1	1				0	2		5.0	House For Sale	439900	269000.0		354 Lee Road 965, Valley, AL36854	3	3	2147	1999		Keller Williams Realty Atlanta Partners	http://www.zillow.com/homedetails/354-Lee-Road-965-Valley-AL-36854/76019930_zpid/		0	0
1		1	1					0	1		7.33333333333	House For Sale	109000	126000.0		109 Hillside Dr, Hueytown, AL35023	4	3		1957	21344.4	BENTLEY REALTY GROUP INC	http://www.zillow.com/homedetails/109-Hillside-Dr-Hueytown-AL-35023/2113656779_zpid/		0	10
1		1	1	1		8		0	2		8.66666666667	House For Sale	225000	287000.0		2501 Dolly Ridge Rd, Vestavia, AL35243	3	3	2278	1948	54450.0	BENTLEY REALTY GROUP INC	http://www.zillow.com/homedetails/2501-Dolly-Ridge-Rd-Vestavia-AL-35243/988327_zpid/		0	34
				1		5		0			6.33333333333	House For Sale	89900	77000.0		211 W Sycamore Ave, Foley, AL36535	3	1	1026	1990	12196.8	Coastal Real Estate and Development	http://www.zillow.com/homedetails/211-W-Sycamore-Ave-Foley-AL-36535/72754367_zpid/		0	25
	1	1		1	1			0	1	1	7.0	House For Sale	249900	225000.0		2961 Whistler Ct, North Pole, AK99705	3	2	1600	2002	40510.8	Hedgecock Group Real Estate	http://www.zillow.com/homedetails/2961-Whistler-Ct-North-Pole-AK-99705/74500987_zpid/		0	6
											6.33333333333	Condo For Sale	219000			(Undisclosed Address), Anchorage, AK99501	1	1		1974		Real Estate Brokers of Alaska	http://www.zillow.com/homedetails/(Undisclosed-Address)-Anchorage-AK-99501/2104253954_zpid/		0	61
											6.33333333333	Condo For Sale	99900			(Undisclosed Address), Anchorage, AK99501		1		1950		Jack White Real Estate	http://www.zillow.com/homedetails/(Undisclosed-Address)-Anchorage-AK-99501/2104253970_zpid/		0	80
											4.0	House For Sale	162900			(Undisclosed Address), Anchorage, AK99504	2	1	1264	1974		Jack White Real Estate	http://www.zillow.com/homedetails/(Undisclosed-Address)-Anchorage-AK-99504/2122655595_zpid/		0	54
											6.33333333333	House For Sale	410000			(Undisclosed Address), Anchorage, AK99517	4	2	2666	1974	9,975	Jack White Real Estate	http://www.zillow.com/homedetails/(Undisclosed-Address)-Anchorage-AK-99517/2104253972_zpid/		0	8
											4.33333333333	House For Sale	249900			(Undisclosed Address), Anchorage, AK99508	4	2	1728	1965	7,100	Keller Williams Realty Alaska Group	http://www.zillow.com/homedetails/(Undisclosed-Address)-Anchorage-AK-99508/2104253988_zpid/		0	38
				1		7		0	0		6.33333333333	House For Sale	290000	242000.0		3847 Galactica Dr, Anchorage, AK99517	3	2	1678	1991	4,200	RE/MAX Dynamic Properties	http://www.zillow.com/homedetails/3847-Galactica-Dr-Anchorage-AK-99517/24714_zpid/		0	13
	1	1						0	1	1	7.0	House For Sale	260000	230000.0		3044 Super Cub Ln, North Pole, AK99705	3	2	1942	1982	51400.8	MVI Realty	http://www.zillow.com/homedetails/3044-Super-Cub-Ln-North-Pole-AK-99705/2111659138_zpid/		0	1
				1				0	1		7.0	House For Sale	279900			3170 N Athena Cir, North Pole, AK99705	3	2	2236	1995	86248.8	CENTURY 21 Gold Rush	http://www.zillow.com/homedetails/3170-N-Athena-Cir-North-Pole-AK-99705/74489991_zpid/		0	0
						6		0	9		8.0	House For Sale	850000	593000.0		3524 N Point Dr, Anchorage, AK99502	3	3	2153	1982	14810.4	RE/MAX Dynamic Properties	http://www.zillow.com/homedetails/3524-N-Point-Dr-Anchorage-AK-99502/35185_zpid/		0	40
												Lot/Land For Sale	17500			LB3 Jawha Ave, Nikiski/North Kenai, AK99635					43560.0	Mossy Oak Properties of Alaska - Soldotna	http://www.zillow.com/homedetails/LB3-Jawha-Ave-Nikiski-north-Kenai-AK-99635/2104272696_zpid/		0	0
												Lot/Land For Sale	17500			LB2 Jawha Ave, Nikiski/North Kenai, AK99635					43560.0	Mossy Oak Properties of Alaska - Soldotna	http://www.zillow.com/homedetails/LB2-Jawha-Ave-Nikiski-north-Kenai-AK-99635/2104272697_zpid/		0	1
												Lot/Land For Sale	17500			LB1 Jawha Ave, Nikiski/North Kenai, AK99635					43560.0	Mossy Oak Properties of Alaska - Soldotna	http://www.zillow.com/homedetails/LB1-Jawha-Ave-Nikiski-north-Kenai-AK-99635/2104272700_zpid/		0	1
											6.66666666667	Lot/Land For Sale	30000			1225 Bobbett Ave, North Pole, AK99705						Madden Real Estate, LLC	http://www.zillow.com/homedetails/1225-Bobbett-Ave-North-Pole-AK-99705/2104273036_zpid/		0	6
